t,cls,x,y,w,h,s_stereo_m,s_depth_m,err_stereo_depth_m,s_pinhole_m,ego_v_mps,mu
0.12000000000000001,person,580,303,16,37,30.720001220703125,22.62461280822754,8.095388412475586,22.05405405405406,1.1605536222457886,0.9
0.8800000000000004,person,584,260,13,38,nan,22.52039337158203,nan,21.473684210526322,0.8180457845013795,0.9
0.8800000000000004,bus,450,239,49,59,28.601381301879883,28.584123611450195,0.0172576904296875,24.406779661016955,0.8180457845013795,0.9
1.2200000000000006,bus,455,240,50,58,28.601381301879883,28.654756546020508,-0.053375244140625,24.82758620689656,1.7862771824113497,0.9
1.2400000000000007,bus,455,239,50,59,28.601381301879883,28.65478515625,-0.05340385437011719,24.406779661016955,1.8158741098458364,0.9
1.2600000000000007,bus,455,238,50,60,28.601381301879883,28.654756546020508,-0.053375244140625,24.000000000000007,1.8320031912290238,0.9
1.2800000000000007,bus,455,238,50,60,28.80000114440918,28.65439796447754,0.14560317993164062,24.000000000000007,1.8390243632020526,0.9
1.3000000000000007,bus,455,237,51,60,28.80000114440918,28.655590057373047,0.1444110870361328,24.000000000000007,1.8408149311884743,0.9
1.3200000000000007,bus,455,237,51,60,28.601381301879883,28.65606689453125,-0.05468559265136719,24.000000000000007,1.8394624176210979,0.9
1.3600000000000008,bus,455,237,51,60,28.601381301879883,28.654695510864258,-0.053314208984375,24.000000000000007,1.8320456331660184,0.9
1.3800000000000008,bus,455,237,51,60,28.601381301879883,28.653057098388672,-0.05167579650878906,24.000000000000007,1.825272650477971,0.9
1.4000000000000008,bus,455,238,51,58,28.601381301879883,28.651329040527344,-0.04994773864746094,24.82758620689656,1.8181735553702953,0.9
1.4200000000000008,bus,456,239,50,58,28.80000114440918,28.647245407104492,0.1527557373046875,24.82758620689656,1.8111697077525934,0.9
1.4400000000000008,bus,456,239,51,58,28.601381301879883,28.643253326416016,-0.04187202453613281,24.82758620689656,1.8041437982972313,0.9
1.4600000000000009,bus,456,239,51,58,28.80000114440918,28.63839340209961,0.1616077423095703,24.82758620689656,1.7971629717898372,0.9
1.4800000000000009,bus,456,239,51,58,28.601381301879883,28.633445739746094,-0.03206443786621094,24.82758620689656,1.7903575298217573,0.9
1.5000000000000009,bus,456,238,51,59,28.80000114440918,28.62775421142578,0.17224693298339844,24.406779661016955,1.7836242595433687,0.9
1.520000000000001,bus,456,238,50,59,28.80000114440918,28.620037078857422,0.1799640655517578,24.406779661016955,1.7768414887693202,0.9
1.540000000000001,bus,456,238,50,59,28.601381301879883,28.610916137695312,-0.009534835815429688,24.406779661016955,1.7703425472163739,0.9
1.560000000000001,bus,457,238,50,59,28.601381301879883,28.601261138916016,0.0001201629638671875,24.406779661016955,1.7637761653381587,0.9
1.580000000000001,bus,456,238,50,59,28.601381301879883,28.590829849243164,0.01055145263671875,24.406779661016955,1.7572763052835927,0.9
1.600000000000001,bus,456,239,50,58,28.601381301879883,28.579296112060547,0.022085189819335938,24.82758620689656,1.7505658022047652,0.9
1.620000000000001,bus,456,239,50,58,28.601381301879883,28.566987991333008,0.034393310546875,24.82758620689656,1.7441275066312438,0.9
1.640000000000001,bus,457,240,50,58,28.601381301879883,28.554054260253906,0.04732704162597656,24.82758620689656,1.737495867901421,0.9
1.640000000000001,stop sign,546,250,17,16,34.85042190551758,35.1978874206543,-0.34746551513671875,22.500000000000007,1.737495867901421,0.9
1.660000000000001,bus,457,239,50,58,28.601381301879883,28.539031982421875,0.06234931945800781,24.82758620689656,1.7310293212011683,0.9
1.660000000000001,stop sign,546,251,17,15,34.85042190551758,35.162391662597656,-0.3119697570800781,24.000000000000007,1.7310293212011683,0.9
1.680000000000001,bus,457,239,51,58,28.601381301879883,28.523149490356445,0.0782318115234375,24.82758620689656,1.7244902885181657,0.9
1.680000000000001,stop sign,546,251,18,15,35.4461555480957,35.12657165527344,0.3195838928222656,24.000000000000007,1.7244902885181657,0.9
1.700000000000001,stop sign,546,251,18,14,35.4461555480957,35.09170150756836,0.35445404052734375,25.714285714285722,1.718112283108019,0.9
1.700000000000001,bus,457,239,51,58,28.601381301879883,28.505535125732422,0.09584617614746094,24.82758620689656,1.718112283108019,0.9
1.720000000000001,stop sign,547,251,18,15,35.4461555480957,35.05534362792969,0.3908119201660156,24.000000000000007,1.7119416454116938,0.9
1.720000000000001,bus,457,239,51,58,28.601381301879883,28.487504959106445,0.1138763427734375,24.82758620689656,1.7119416454116938,0.9
1.740000000000001,stop sign,547,251,18,15,35.1457633972168,35.020713806152344,0.12504959106445312,24.000000000000007,1.705583459636072,0.9
1.740000000000001,bus,457,240,51,58,28.601381301879883,28.468610763549805,0.13277053833007812,24.82758620689656,1.705583459636072,0.9
1.7800000000000011,bus,458,240,52,58,28.601381301879883,28.42885398864746,0.17252731323242188,24.82758620689656,1.6933000518919152,0.9
1.8000000000000012,bus,458,240,52,58,28.601381301879883,28.40769386291504,0.19368743896484375,24.82758620689656,1.687259066186054,0.9
1.8200000000000012,bus,457,239,52,59,28.405481338500977,28.385910034179688,0.019571304321289062,24.406779661016955,1.6810161537113797,0.9
1.8400000000000012,bus,458,240,51,57,28.405481338500977,28.361827850341797,0.04365348815917969,25.26315789473685,1.6749094769109423,0.9
1.8600000000000012,bus,458,240,51,57,28.405481338500977,28.336883544921875,0.06859779357910156,25.26315789473685,1.6688275306114932,0.9
1.9000000000000012,bus,458,241,51,57,28.21224594116211,28.283329010009766,-0.07108306884765625,25.26315789473685,1.6566001792458953,0.9
