t,cls,x,y,w,h,s_pinhole_m,s_depth_m,abs_diff_m,s_stereo_m,ego_v_mps,mu,sigma_depth
0.12000000000000001,person,580,303,16,37,22.05405405405406,22.62461280822754,0.5705587541734793,30.720001220703125,1.1605536222457886,0.9,nan
0.8800000000000004,person,584,260,13,38,21.473684210526322,22.52039337158203,1.046709161055709,nan,0.8180457845013795,0.9,0.55
0.8800000000000004,bus,450,239,49,59,24.406779661016955,28.584123611450195,4.17734395043324,28.601381301879883,0.8180457845013795,0.9,0.55
1.2200000000000006,bus,455,240,50,58,24.82758620689656,28.654756546020508,3.827170339123949,28.601381301879883,1.7862771824113497,0.9,0.4
1.2400000000000007,bus,455,239,50,59,24.406779661016955,28.65478515625,4.248005495233045,28.601381301879883,1.8158741098458364,0.9,0.3683421301841736
1.2600000000000007,bus,455,238,50,60,24.000000000000007,28.654756546020508,4.654756546020501,28.601381301879883,1.8320031912290238,0.9,0.3461816213130951
1.2800000000000007,bus,455,238,50,60,24.000000000000007,28.65439796447754,4.654397964477532,28.80000114440918,1.8390243632020526,0.9,0.33066926510334016
1.3000000000000007,bus,455,237,51,60,24.000000000000007,28.655590057373047,4.65559005737304,28.80000114440918,1.8408149311884743,0.9,0.32104666707754137
1.3200000000000007,bus,455,237,51,60,24.000000000000007,28.65606689453125,4.656066894531243,28.601381301879883,1.8394624176210979,0.9,0.3143108484594822
1.3600000000000008,bus,455,237,51,60,24.000000000000007,28.654695510864258,4.654695510864251,28.601381301879883,1.8320456331660184,0.9,0.30835972410581114
1.3800000000000008,bus,455,237,51,60,24.000000000000007,28.653057098388672,4.653057098388665,28.601381301879883,1.825272650477971,0.9,0.3041939370582414
1.4000000000000008,bus,455,238,51,58,24.82758620689656,28.651329040527344,3.823742833630785,28.601381301879883,1.8181735553702953,0.9,0.30127788612494255
1.4200000000000008,bus,456,239,50,58,24.82758620689656,28.647245407104492,3.8196592002079335,28.80000114440918,1.8111697077525934,0.9,0.2992366504716334
1.4400000000000008,bus,456,239,51,58,24.82758620689656,28.643253326416016,3.815667119519457,28.601381301879883,1.8041437982972313,0.9,0.29904383683534663
1.4600000000000009,bus,456,239,51,58,24.82758620689656,28.63839340209961,3.8108071952030507,28.80000114440918,1.7971629717898372,0.9,0.38241030757658223
1.4800000000000009,bus,456,239,51,58,24.82758620689656,28.633445739746094,3.805859532849535,28.601381301879883,1.7903575298217573,0.9,0.44316172788066444
1.5000000000000009,bus,456,238,51,59,24.406779661016955,28.62775421142578,4.220974550408826,28.80000114440918,1.7836242595433687,0.9,0.39855533970063867
1.520000000000001,bus,456,238,50,59,24.406779661016955,28.620037078857422,4.213257417840467,28.80000114440918,1.7768414887693202,0.9,0.36856691929565033
1.540000000000001,bus,456,238,50,59,24.406779661016955,28.610916137695312,4.204136476678357,28.601381301879883,1.7703425472163739,0.9,0.4334713560840121
1.560000000000001,bus,457,238,50,59,24.406779661016955,28.601261138916016,4.1944814778990605,28.601381301879883,1.7637761653381587,0.9,0.47650957105064806
1.580000000000001,bus,456,238,50,59,24.406779661016955,28.590829849243164,4.184050188226209,28.601381301879883,1.7572763052835927,0.9,0.42189882991962724
1.600000000000001,bus,456,239,50,58,24.82758620689656,28.579296112060547,3.751709905163988,28.601381301879883,1.7505658022047652,0.9,0.46840880273557867
1.620000000000001,bus,456,239,50,58,24.82758620689656,28.566987991333008,3.739401784436449,28.601381301879883,1.7441275066312438,0.9,0.41622829209907863
1.640000000000001,bus,457,240,50,58,24.82758620689656,28.554054260253906,3.7264680533573475,28.601381301879883,1.737495867901421,0.9,0.37970193465352864
1.640000000000001,stop sign,546,250,17,16,22.500000000000007,35.1978874206543,12.69788742065429,34.85042190551758,1.737495867901421,0.9,0.37970193465352864
1.660000000000001,bus,457,239,50,58,24.82758620689656,28.539031982421875,3.7114457755253163,28.601381301879883,1.7310293212011683,0.9,0.3541334844416436
1.660000000000001,stop sign,546,251,17,15,24.000000000000007,35.162391662597656,11.16239166259765,34.85042190551758,1.7310293212011683,0.9,0.3541334844416436
1.680000000000001,bus,457,239,51,58,24.82758620689656,28.523149490356445,3.6955632834598866,28.601381301879883,1.7244902885181657,0.9,0.3362355692933241
1.680000000000001,stop sign,546,251,18,15,24.000000000000007,35.12657165527344,11.12657165527343,35.4461555480957,1.7244902885181657,0.9,0.3362355692933241
1.700000000000001,stop sign,546,251,18,14,25.714285714285722,35.09170150756836,9.377415793282637,35.4461555480957,1.718112283108019,0.9,0.32370702868950046
1.700000000000001,bus,457,239,51,58,24.82758620689656,28.505535125732422,3.677948918835863,28.601381301879883,1.718112283108019,0.9,0.32370702868950046
1.720000000000001,stop sign,547,251,18,15,24.000000000000007,35.05534362792969,11.05534362792968,35.4461555480957,1.7119416454116938,0.9,0.3996745418744899
1.720000000000001,bus,457,239,51,58,24.82758620689656,28.487504959106445,3.6599187522098866,28.601381301879883,1.7119416454116938,0.9,0.3996745418744899
1.740000000000001,stop sign,547,251,18,15,24.000000000000007,35.020713806152344,11.020713806152337,35.1457633972168,1.705583459636072,0.9,0.3681143094963165
1.740000000000001,bus,457,240,51,58,24.82758620689656,28.468610763549805,3.641024556653246,28.601381301879883,1.705583459636072,0.9,0.3681143094963165
1.7800000000000011,bus,458,240,52,58,24.82758620689656,28.42885398864746,3.6012677817509022,28.601381301879883,1.6933000518919152,0.9,0.34602214683159516
1.8000000000000012,bus,458,240,52,58,24.82758620689656,28.40769386291504,3.5801076560184804,28.601381301879883,1.687259066186054,0.9,0.3305576329662902
