t,cls,x,y,w,h,s_stereo_m,s_depth_m,err_stereo_depth_m,s_pinhole_m,ego_v_mps,mu
6.899999999999941,stop sign,640,222,43,43,14.450175285339355,14.441192626953125,0.008982658386230469,8.372093023255816,2.051828833312766,0.6
6.91999999999994,stop sign,640,222,43,44,14.40000057220459,14.40078067779541,-0.0007801055908203125,8.181818181818185,2.0415750742984553,0.6
6.93999999999994,stop sign,641,222,44,44,14.350173950195312,14.360249519348145,-0.010075569152832031,8.181818181818185,2.03135709309655,0.6
6.95999999999994,stop sign,641,222,45,45,14.251546859741211,14.319778442382812,-0.06823158264160156,8.000000000000002,2.0213578378984858,0.6
6.979999999999939,stop sign,641,222,45,45,14.300690650939941,14.280081748962402,0.020608901977539062,8.000000000000002,2.011408522324808,0.6
6.999999999999939,stop sign,641,222,45,45,14.251546859741211,14.240623474121094,0.010923385620117188,8.000000000000002,2.0013927253280928,0.6
7.019999999999938,stop sign,642,221,45,45,14.202740669250488,14.201224327087402,0.0015163421630859375,8.000000000000002,1.9915247882490106,0.6
7.039999999999938,stop sign,642,221,46,45,14.202740669250488,14.162064552307129,0.040676116943359375,8.000000000000002,1.9816982302688055,0.6
7.059999999999937,stop sign,643,221,45,45,14.010811805725098,14.122784614562988,-0.11197280883789062,8.000000000000002,1.9720288929651346,0.6
7.079999999999937,stop sign,643,221,46,45,14.106122970581055,14.084041595458984,0.022081375122070312,8.000000000000002,1.9621491288742003,0.6
7.099999999999937,stop sign,643,221,46,46,13.963637351989746,14.045417785644531,-0.08178043365478516,7.826086956521742,1.952556327916061,0.6
7.119999999999936,stop sign,644,220,46,46,14.010811805725098,14.006973266601562,0.0038385391235351562,7.826086956521742,1.9429822623886768,0.6
7.139999999999936,stop sign,644,219,46,47,13.916779518127441,13.968855857849121,-0.05207633972167969,7.659574468085109,1.9334350634530675,0.6
7.159999999999935,stop sign,644,219,47,47,13.870234489440918,13.930648803710938,-0.06041431427001953,7.659574468085109,1.9238464635842858,0.6
7.179999999999935,stop sign,645,219,47,47,13.870234489440918,13.892561912536621,-0.022327423095703125,7.659574468085109,1.913518061452903,0.6
7.1999999999999345,stop sign,646,219,46,47,13.77807331085205,13.854743003845215,-0.07666969299316406,7.659574468085109,1.9041626578121742,0.6
7.219999999999934,stop sign,646,218,47,47,13.824000358581543,13.817370414733887,0.00662994384765625,7.659574468085109,1.8949493611066803,0.6
7.239999999999934,stop sign,646,218,46,47,13.732451438903809,13.780237197875977,-0.04778575897216797,7.659574468085109,1.8857791070679248,0.6
7.259999999999933,stop sign,647,218,47,47,13.732451438903809,13.74268627166748,-0.010234832763671875,7.659574468085109,1.8764998337828183,0.6
7.279999999999933,stop sign,647,218,47,47,13.642106056213379,13.705790519714355,-0.06368446350097656,7.659574468085109,1.8674696209102344,0.6
7.299999999999932,stop sign,647,218,47,47,13.642106056213379,13.669044494628906,-0.026938438415527344,7.659574468085109,1.8584735649996031,0.6
7.319999999999932,stop sign,647,218,48,47,13.59737777709961,13.632357597351074,-0.034979820251464844,7.659574468085109,1.8493001548495172,0.6
7.3399999999999315,stop sign,647,218,48,47,13.552942276000977,13.59605884552002,-0.04311656951904297,7.659574468085109,1.8405123284158988,0.6
7.359999999999931,stop sign,647,217,47,48,13.508795738220215,13.5601167678833,-0.05132102966308594,7.500000000000003,1.8316507306573029,0.6
7.379999999999931,stop sign,648,217,48,47,13.552942276000977,13.523847579956055,0.029094696044921875,7.659574468085109,1.8228239739597387,0.6
7.39999999999993,stop sign,649,217,49,48,13.464935302734375,13.487578392028809,-0.022643089294433594,7.500000000000003,1.8140478487412186,0.6
7.41999999999993,stop sign,649,217,49,48,13.464935302734375,13.451993942260742,0.012941360473632812,7.500000000000003,1.8052974946061653,0.6
7.439999999999929,stop sign,650,217,50,48,13.37806510925293,13.416111946105957,-0.038046836853027344,7.500000000000003,1.7966980546066345,0.6
7.459999999999929,stop sign,650,217,50,48,13.37806510925293,13.38088607788086,-0.0028209686279296875,7.500000000000003,1.7880099775031826,0.6
7.4799999999999285,stop sign,650,217,50,48,13.37806510925293,13.345868110656738,0.032196998596191406,7.500000000000003,1.779471500873022,0.6
7.499999999999928,stop sign,651,217,49,47,13.24984073638916,13.311088562011719,-0.061247825622558594,7.659574468085109,1.7709674755831852,0.6
7.519999999999928,stop sign,652,217,49,48,13.37806510925293,13.276101112365723,0.10196399688720703,7.500000000000003,1.7624815427928076,0.6
7.539999999999927,stop sign,652,216,49,48,13.165715217590332,13.241708755493164,-0.07599353790283203,7.500000000000003,1.753940105661698,0.6
7.559999999999927,stop sign,652,216,49,48,13.24984073638916,13.207376480102539,0.042464256286621094,7.500000000000003,1.7456302370117638,0.6
7.579999999999926,stop sign,653,215,49,49,13.124051094055176,13.173044204711914,-0.04899311065673828,7.346938775510206,1.7371101583504562,0.6
7.599999999999926,stop sign,653,215,49,49,13.124051094055176,13.139010429382324,-0.014959335327148438,7.346938775510206,1.728728837278385,0.6
7.6199999999999255,stop sign,654,215,49,48,13.082650184631348,13.105035781860352,-0.022385597229003906,7.500000000000003,1.7205010292198024,0.6
7.639999999999925,stop sign,654,215,49,48,13.041509628295898,13.07129955291748,-0.02978992462158203,7.500000000000003,1.7121849250767935,0.6
7.659999999999925,stop sign,655,215,50,49,13.041509628295898,13.037264823913574,0.004244804382324219,7.346938775510206,1.7038983623079553,0.6
7.679999999999924,stop sign,655,215,50,49,12.960000991821289,13.003915786743164,-0.043914794921875,7.346938775510206,1.6956422924263517,0.6
7.699999999999924,stop sign,656,214,49,49,12.960000991821289,12.970865249633789,-0.0108642578125,7.346938775510206,1.6875204784930475,0.6
7.719999999999923,stop sign,656,214,49,49,12.91962718963623,12.937785148620605,-0.018157958984375,7.346938775510206,1.679426258919718,0.6
7.739999999999923,stop sign,657,214,49,50,12.87950325012207,12.904525756835938,-0.025022506713867188,7.200000000000002,1.6712355514350588,0.6
7.7599999999999225,stop sign,657,214,49,50,12.87950325012207,12.871772766113281,0.0077304840087890625,7.200000000000002,1.6631846055295356,0.6
7.779999999999922,stop sign,658,214,49,50,12.800000190734863,12.839019775390625,-0.03901958465576172,7.200000000000002,1.6551832687549008,0.6
7.799999999999922,stop sign,658,213,49,50,12.800000190734863,12.806714057922363,-0.0067138671875,7.200000000000002,1.647216232838493,0.6
7.819999999999921,stop sign,659,214,49,50,12.760616302490234,12.774110794067383,-0.013494491577148438,7.200000000000002,1.6392751094093467,0.6
7.839999999999921,stop sign,658,214,50,50,12.68256950378418,12.741983413696289,-0.059413909912109375,7.200000000000002,1.6314483315533903,0.6
7.85999999999992,stop sign,658,214,50,50,12.72147274017334,12.71003532409668,0.011437416076660156,7.200000000000002,1.6235106689412044,0.6
7.87999999999992,stop sign,659,213,51,50,12.643902778625488,12.678206443786621,-0.03430366516113281,7.200000000000002,1.6157300549802491,0.6
7.8999999999999195,stop sign,659,213,51,51,12.68256950378418,12.646556854248047,0.03601264953613281,7.058823529411767,1.6078536973986628,0.6
7.919999999999919,stop sign,660,213,51,51,12.567273139953613,12.614906311035156,-0.04763317108154297,7.058823529411767,1.600125313820757,0.6
7.939999999999919,stop sign,661,213,51,51,12.529305458068848,12.58343505859375,-0.054129600524902344,7.058823529411767,1.5922901396155493,0.6
7.959999999999918,stop sign,661,213,51,50,12.529305458068848,12.55223274230957,-0.022927284240722656,7.200000000000002,1.5845856837532413,0.6
7.979999999999918,stop sign,661,213,52,51,12.454054832458496,12.521148681640625,-0.0670938491821289,7.058823529411767,1.5769011265666246,0.6
7.999999999999917,stop sign,661,213,52,51,12.49156665802002,12.490273475646973,0.001293182373046875,7.058823529411767,1.5692249089643129,0.6
8.019999999999918,stop sign,661,212,52,51,12.416767120361328,12.459695816040039,-0.04292869567871094,7.058823529411767,1.5615737314746294,0.6
8.039999999999917,stop sign,661,212,52,51,12.416767120361328,12.429119110107422,-0.01235198974609375,7.058823529411767,1.5539308587885132,0.6
8.059999999999917,stop sign,662,212,52,51,12.342857360839844,12.398541450500488,-0.05568408966064453,7.058823529411767,1.5463074573877018,0.6
8.079999999999917,stop sign,662,212,53,51,12.342857360839844,12.368203163146973,-0.025345802307128906,7.058823529411767,1.5386943550069023,0.6
8.099999999999916,stop sign,663,212,52,51,12.306232452392578,12.338043212890625,-0.031810760498046875,7.058823529411767,1.5310999209902123,0.6
8.119999999999916,stop sign,664,212,52,51,12.26982307434082,12.307942390441895,-0.03811931610107422,7.058823529411767,1.5236319531514426,0.6
8.139999999999915,stop sign,664,211,52,52,12.23362922668457,12.2781400680542,-0.044510841369628906,6.923076923076925,1.5159507119034965,0.6
8.159999999999915,stop sign,664,211,52,52,12.23362922668457,12.248517036437988,-0.014887809753417969,6.923076923076925,1.5085112902395381,0.6
8.179999999999914,stop sign,665,211,52,52,12.197648048400879,12.218833923339844,-0.021185874938964844,6.923076923076925,1.5009727228530947,0.6
8.199999999999914,stop sign,665,211,52,52,12.197648048400879,12.189448356628418,0.008199691772460938,6.923076923076925,1.4935612880890023,0.6
8.219999999999914,stop sign,666,211,52,52,12.12631607055664,12.160122871398926,-0.033806800842285156,6.923076923076925,1.4860500711262794,0.6
8.239999999999913,stop sign,666,211,52,52,12.12631607055664,12.131035804748535,-0.004719734191894531,6.923076923076925,1.478542972152316,0.6
8.259999999999913,stop sign,666,211,53,52,12.090962409973145,12.102008819580078,-0.011046409606933594,6.923076923076925,1.4711484159460846,0.6
8.279999999999912,stop sign,667,211,52,52,12.020870208740234,12.073160171508789,-0.05228996276855469,6.923076923076925,1.4637701352029184,0.6
8.299999999999912,stop sign,667,211,52,52,12.055814743041992,12.044489860534668,0.011324882507324219,6.923076923076925,1.4561696170641696,0.6
8.319999999999911,stop sign,668,210,52,53,11.95158576965332,12.015939712524414,-0.06435394287109375,6.792452830188681,1.4489244967030273,0.6
8.339999999999911,stop sign,668,210,52,53,11.986127853393555,11.987567901611328,-0.0014400482177734375,6.792452830188681,1.4415293764880337,0.6
8.35999999999991,stop sign,669,210,53,53,11.917242050170898,11.959196090698242,-0.04195404052734375,6.792452830188681,1.4343312613709678,0.6
8.37999999999991,stop sign,669,210,54,53,11.917242050170898,11.931062698364258,-0.013820648193359375,6.792452830188681,1.4271510162314003,0.6
8.39999999999991,stop sign,669,210,54,54,11.849143028259277,11.90298843383789,-0.05384540557861328,6.666666666666669,1.4199795437249874,0.6
8.41999999999991,stop sign,669,209,55,54,11.883094787597656,11.875153541564941,0.007941246032714844,6.666666666666669,1.4127103525947966,0.6
8.439999999999909,stop sign,669,209,55,54,11.849143028259277,11.84737777709961,0.0017652511596679688,6.666666666666669,1.405696153569685,0.6
8.459999999999908,stop sign,669,209,55,55,11.781818389892578,11.819661140441895,-0.037842750549316406,6.545454545454548,1.3985836199445196,0.6
8.479999999999908,stop sign,670,208,55,55,11.815384864807129,11.792183876037598,0.02320098876953125,6.545454545454548,1.391480400000895,0.6
8.499999999999908,stop sign,670,208,55,55,11.748442649841309,11.764824867248535,-0.016382217407226562,6.545454545454548,1.384513197184619,0.6
8.519999999999907,stop sign,670,208,55,55,11.715254783630371,11.73758602142334,-0.02233123779296875,6.545454545454548,1.377439673145619,0.6
8.539999999999907,stop sign,671,208,55,55,11.715254783630371,11.710346221923828,0.004908561706542969,6.545454545454548,1.3703768996939878,0.6
8.559999999999906,stop sign,671,208,55,54,11.68225383758545,11.683465003967285,-0.0012111663818359375,6.666666666666669,1.363443540959676,0.6
8.579999999999906,stop sign,672,208,56,54,11.649438858032227,11.656523704528809,-0.007084846496582031,6.666666666666669,1.356519250714449,0.6
8.599999999999905,stop sign,672,208,56,55,11.649438858032227,11.6297607421875,0.019678115844726562,6.545454545454548,1.3494899550508836,0.6
8.619999999999905,stop sign,673,208,56,55,11.584358215332031,11.603117942810059,-0.018759727478027344,6.545454545454548,1.3426914481439627,0.6
8.639999999999905,stop sign,673,207,56,55,11.584358215332031,11.576712608337402,0.007645606994628906,6.545454545454548,1.3356624247741424,0.6
8.659999999999904,stop sign,673,207,56,56,11.520000457763672,11.550427436828613,-0.030426979064941406,6.428571428571431,1.3287702287304115,0.6
8.679999999999904,stop sign,674,206,56,56,11.520000457763672,11.524260520935059,-0.004260063171386719,6.428571428571431,1.3218757875255225,0.6
8.699999999999903,stop sign,674,206,56,56,11.456354141235352,11.498213768005371,-0.04185962677001953,6.428571428571431,1.3150009044846507,0.6
8.719999999999903,stop sign,675,206,56,56,11.488089561462402,11.4722261428833,0.015863418579101562,6.428571428571431,1.308162434105703,0.6
8.739999999999903,stop sign,675,206,56,56,11.42479419708252,11.446476936340332,-0.0216827392578125,6.428571428571431,1.3014825966694223,0.6
8.759999999999902,stop sign,676,206,56,56,11.393406867980957,11.42078685760498,-0.027379989624023438,6.428571428571431,1.2947098808042026,0.6
8.779999999999902,stop sign,676,205,56,57,11.42479419708252,11.395336151123047,0.029458045959472656,6.315789473684212,1.288065906936756,0.6
8.799999999999901,stop sign,676,205,57,57,11.331148147583008,11.370003700256348,-0.038855552673339844,6.315789473684212,1.2813264263470114,0.6
8.8199999999999,stop sign,676,205,57,57,11.331148147583008,11.344791412353516,-0.013643264770507812,6.315789473684212,1.2747043347830496,0.6
8.8399999999999,stop sign,677,205,57,57,11.300272941589355,11.319697380065918,-0.0194244384765625,6.315789473684212,1.2680965823176327,0.6
8.8599999999999,stop sign,677,205,58,56,11.300272941589355,11.294782638549805,0.005490303039550781,6.428571428571431,1.2614988434196768,0.6
8.8799999999999,stop sign,677,205,58,56,11.26956558227539,11.269987106323242,-0.0004215240478515625,6.428571428571431,1.2548012779132784,0.6
8.899999999999899,stop sign,678,205,58,57,11.239025115966797,11.24531078338623,-0.006285667419433594,6.315789473684212,1.248228361936432,0.6
8.919999999999899,stop sign,678,205,58,57,11.178437232971191,11.22075366973877,-0.042316436767578125,6.315789473684212,1.2416621153112435,0.6
8.939999999999898,stop sign,679,205,59,57,11.208649635314941,11.196375846862793,0.012273788452148438,6.315789473684212,1.2351017651261338,0.6
8.959999999999898,stop sign,679,204,59,58,11.118498802185059,11.17211627960205,-0.05361747741699219,6.20689655172414,1.2285587410660668,0.6
8.979999999999897,stop sign,679,204,59,58,11.178437232971191,11.148036003112793,0.030401229858398438,6.20689655172414,1.2220172249195072,0.6
8.999999999999897,stop sign,681,204,57,58,11.088770866394043,11.124015808105469,-0.03524494171142578,6.20689655172414,1.2153802342908993,0.6
9.019999999999897,stop sign,681,204,57,58,11.118498802185059,11.100173950195312,0.018324851989746094,6.20689655172414,1.2088503314500594,0.6
9.039999999999896,stop sign,682,204,56,58,11.088770866394043,11.076391220092773,0.012379646301269531,6.20689655172414,1.20245289070192,0.6
9.059999999999896,stop sign,682,204,57,58,11.02978801727295,11.052787780761719,-0.02299976348876953,6.20689655172414,1.1958376638958115,0.6
9.079999999999895,stop sign,682,203,58,58,11.059200286865234,11.029363632202148,0.029836654663085938,6.20689655172414,1.1893329558063288,0.6
